"HHID","PID","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18","h2q1"
"102100140202","10210014020201",2,"1021001402020",4,2,,32,3,,,,,,,,,,,,,,,,,
"102100140204","10210014020401",2,"1021001402040",4,2,,36,3,,,,,,,,,,,,,,,,,
"1021001403","102100140301",2,"102100140302",4,2,,31,10,,,,,,,,,,,,,,,,,
"1021001403","102100140302",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"1021001405","102100140503",2,"102100140501",4,3,,,,11,12,2,3,35,90,540000,12000,63900,90000,0,15000,720900,2,,,
"1021001405","102100140501",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"1021001405","102100140507",2,"102100140501",4,2,,16,3,,,,,,,,,,,,,,,,,
"1021001405","102100140504",2,"102100140501",4,3,,,,11,12,2,3,35,90,540000,12000,63900,90000,0,15000,720900,2,,,
"1021001406","102100140602",2,"102100140604",4,3,,,,14,15,,,,,,,,,,,,,,,
"1021001406","102100140601",2,"102100140604",1,2,1,15,,,,,,,,,,,,,,,,,,
"1021001406","102100140603",2,"102100140604",1,1,10,,,,,,,,,,,,,,,,,,,
"1021001406","102100140604",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"1021001408","102100140801",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"1021001408","102100140803",2,"102100140801",4,3,,,,14,15,2,3,,,750000,30000,150000,60000,0,120000,1110000,1,6,,
"1021001408","102100140804",2,"102100140801",4,3,,,,13,14,2,3,,,750000,30000,150000,60000,0,120000,1110000,1,6,,
"1021001408","102100140805",2,"102100140801",4,3,,,,15,16,2,3,,,780000,30000,180000,60000,0,250000,1300000,1,6,,
"1021001501","102100150103",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"1021001501","102100150101",2,"102100150103",4,2,,32,3,,,,,,,,,,,,,,,,,
"1021001501","102100150102",2,"102100150103",4,2,,31,3,,,,,,,,,,,,,,,,,
"102100150102","1021001501020",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"1021001504","102100150403",2,"102100150401",4,2,,61,3,,,,,,,,,,,,,,,,,
"1021001504","102100150406",2,"102100150401",4,3,,,,14,15,2,1,5,30,1056000,25000,50000,0,,0,1131000,2,,2,
"1021001504","102100150401",1,,4,2,,61,1,,,,,,,,,,,,,,,,,
"1021001504","102100150402",2,"102100150401",4,2,,41,1,,,,,,,,,,,,,,,,,
"1021001504","102100150405",2,"102100150401",4,2,,41,1,,,,,,,,,,,,,,,,,
"1021001504","102100150407",2,"102100150401",4,3,,,,15,16,2,1,5,30,1056000,25000,60000,0,,0,1141000,2,,2,
"1021001505","102100150508",1,,4,2,,61,1,,,,,,,,,,,,,,,,,
"1021001505","102100150514",2,"102100150501",4,2,,31,3,,,,,,,,,,,,,,,,,
"1021001505","102100150501",1,,4,2,,51,96,,,,,,,,,,,,,,,,,
"1021001505","102100150502",2,"102100150501",4,3,,,,61,61,1,2,,,1200000,0,100000,0,500000,1000000,2800000,2,,,
"1021001505","102100150512",2,"102100150501",4,2,,34,3,,,,,,,,,,,,,,,,,
"1021001505","102100150511",2,"102100150501",4,2,,34,10,,,,,,,,,,,,,,,,,
"1021001505","102100150510",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021001507","102100150704",2,"102100150702",4,3,,,,14,15,1,1,0,30,105000,10000,30000,0,,0,145000,1,1,2,
"1021001507","102100150703",2,"102100150702",4,3,,,,34,35,2,1,0,20,470000,0,50000,0,,0,520000,2,,3,
"1021001507","102100150706",2,"102100150702",4,3,,,,10,11,1,1,0,30,105000,10000,15000,0,,0,130000,1,1,2,
"1021001507","102100150707",2,"102100150702",3,3,,,,1,1,1,1,0,30,120000,10000,11400,0,,0,141400,1,1,2,
"1021001507","102100150701",2,"102100150702",4,2,,99,3,,,,,,,,,,,,,,,,,
"1021001507","102100150702",1,,4,2,,33,13,,,,,,,,,,,,,,,,,
"1021001507","102100150705",2,"102100150702",4,3,,,,12,13,1,1,0,30,105000,0,30000,0,,0,135000,1,1,2,
"1021001512","102100151203",2,"102100151201",4,2,,16,3,,,,,,,,,,,,,,,,,
"1021001512","102100151204",2,"102100151201",4,2,,17,3,,,,,,,,,,,,,,,,,
"1021001512","102100151201",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"1021001512","102100151202",2,"102100151201",4,2,,14,3,,,,,,,,,,,,,,,,,
"1021001607","102100160709",2,"102100160702",4,3,,,,15,16,2,1,4,55,150000,15000,60000,0,,0,225000,2,,1,
"102100160707","10210016070704",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"1021001701","102100170104",1,,4,3,,,,16,30,2,2,,,750000,20000,50000,20000,0,0,840000,2,,,
"1021001701","102100170107",2,,,,,,,,,,,,,,,,,,,,,,,
"1021001704","102100170403",1,,4,3,,,,30,31,2,2,,,1500000,45000,30000,60000,0,0,1635000,2,,,
"1021001704","102100170402",2,"102100170401",4,3,,,,31,32,2,2,,,1380000,0,30000,60000,0,0,1470000,2,,,
"1021001704","102100170404",2,"102100170401",1,3,,,,1,10,2,1,1,20,300000,15000,12000,0,,0,327000,2,,3,
"1021001704","102100170401",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"1021001705","102100170505",2,"102100170502",3,3,,,,10,11,2,1,1,25,115000,0,9000,0,,124000,248000,2,,3,
"1021001705","102100170502",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021001705","102100170501",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021001706","102100170604",2,"102100170602",1,1,10,,,,,,,,,,,,,,,,,,,
"1021001706","102100170603",2,"102100170602",1,3,,,,13,14,2,1,,,0,0,0,0,,0,,2,,3,
"1021001706","102100170605",2,"102100170602",1,1,10,,,,,,,,,,,,,,,,,,,
"1021001706","102100170602",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"1021001709","102100170907",2,"102100170901",1,3,,,,10,11,2,1,2,40,0,0,4000,0,,0,4000,2,,3,
"1021001709","102100170903",2,"102100170901",4,3,,,,16,30,2,1,0,10,0,25000,20000,0,,24000,69000,1,6,3,
"1021001709","102100170901",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1021001709","102100170904",2,"102100170901",4,3,,,,13,14,2,1,1,15,0,0,9000,0,,0,9000,1,6,3,
"1021001709","102100170902",2,"102100170901",4,3,,,,31,32,2,1,0,10,0,0,30000,0,,36000,66000,1,6,3,
"1021001710","102100171001",1,,1,2,8,14,,,,,,,,,,,,,,,,,,
"1021001710","102100171002",1,,1,2,,13,9,,,,,,,,,,,,,,,,,
"1021001710","102100171007",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"1021001710","102100171003",1,,4,3,,,,32,33,2,1,4,60,270000,0,60000,0,,0,330000,2,,3,
"1021001710","102100171004",2,"102100171001",4,3,,,,30,31,2,1,4,60,240000,0,45000,0,,0,285000,2,,3,
"1021001710","102100171005",1,,1,2,,16,9,,,,,,,,,,,,,,,,,
"1021001710","102100171006",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"102100171003","10210017100305",2,"1021001710030",4,3,,,,11,12,2,1,0,12,240000,0,8000,0,,0,248000,2,,1,
"102100171003","10210017100304",2,"1021001710030",4,3,,,,15,16,2,1,0,12,300000,0,13000,0,,0,313000,2,,1,
"102100171003","10210017100303",2,"1021001710030",4,3,,,,30,31,2,1,3,40,540000,0,20000,0,,0,560000,2,,1,
"102100171003","1021001710030",1,,4,2,,34,9,,,,,,,,,,,,,,,,,
"1021001711","102100171111",2,"102100171101",4,2,,31,3,,,,,,,,,,,,,,,,,
"1021001711","102100171101",1,,4,2,,61,1,,,,,,,,,,,,,,,,,
"1021001711","102100171103",2,"102100171101",4,2,,51,3,,,,,,,,,,,,,,,,,
"1021001713","102100171306",2,"102100171301",1,2,,15,12,,,,,,,,,,,,,,,,,
"1021001713","102100171303",2,"102100171301",4,2,,32,3,,,,,,,,,,,,,,,,,
"1021001713","102100171301",1,,4,2,,16,13,,,,,,,,,,,,,,,,,
"1021001713","102100171310",2,"102100171301",4,3,,,,14,15,2,1,0,15,0,0,30000,0,,0,30000,2,,3,
"1021001713","102100171305",2,"102100171301",4,3,,,,13,14,2,1,0,15,0,0,30000,0,,0,30000,2,,3,
"1021001713","102100171304",2,"102100171301",4,3,,,,16,30,2,1,2,30,0,0,50000,0,,0,50000,2,,3,
"1021001802","102100180201",,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021001804","102100180406",1,,1,2,,16,12,,,,,,,,,,,,,,,,,
"1021001804","102100180410",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1021001804","102100180403",2,"102100180402",4,3,,,,11,12,2,1,2,15,2010000,0,100000,0,,10000,2120000,2,,2,
"1021001804","102100180408",2,"102100180402",4,2,,36,12,,,,,,,,,,,,,,,,,
"1021001804","102100180402",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"1021001804","102100180401",2,"102100180402",4,2,,61,1,,,,,,,,,,,,,,,,,
"1021001804","102100180407",2,"102100180402",4,2,,61,1,,,,,,,,,,,,,,,,,
"1021001809","102100180902",2,"102100180901",4,3,,,,33,34,1,3,1,40,945000,0,255000,0,0,0,1200000,1,1,,
"1021001809","102100180903",2,"102100180901",4,3,,,,11,12,2,1,1,40,255000,0,0,0,,0,255000,2,,2,
"1021001809","102100180901",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"1021001810","102100181002",1,,4,2,,36,3,,,,,,,,,,,,,,,,,
"1021001810","102100181007",2,"102100181002",4,2,,99,3,,,,,,,,,,,,,,,,,
"1021001810","102100181001",2,"102100181002",4,2,,61,1,,,,,,,,,,,,,,,,,
"1021001901","102100190101",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"1021001902","102100190201",2,"102100190202",4,2,,36,3,,,,,,,,,,,,,,,,,
"1021001902","102100190202",1,,4,2,,36,3,,,,,,,,,,,,,,,,,
"1021001902","102100190203",2,"102100190202",4,3,,,,11,12,2,3,3,15,450000,8000,9000,240000,0,180000,923000,2,,,
"1021001907","102100190704",2,"102100190702",4,3,,,,14,15,1,3,,,0,0,60000,15000,750000,90000,915000,1,1,,
"1021001907","102100190705",2,"102100190702",1,3,,,,11,12,2,3,3,120,180000,0,45000,0,0,10000,235000,2,,,
"1021001907","102100190701",2,"102100190702",4,2,,41,3,,,,,,,,,,,,,,,,,
"1021001907","102100190702",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1021001907","102100190709",2,"102100190702",4,3,,,,13,14,1,1,0,15,45000,12000,30000,0,,22500,109500,1,1,2,
"1021001907","102100190706",2,"102100190702",1,3,,,,1,10,2,1,3,120,150000,15000,39000,0,,0,204000,2,,2,
"1021001907","102100190703",2,"102100190702",4,3,,,,32,33,2,3,,,900000,0,120000,24000,0,260000,1304000,1,6,,
"1021001907","102100190707",2,"102100190702",4,3,,,,12,13,1,3,,,0,0,60000,30000,300000,120000,510000,1,1,,
"1021001908","102100190809",1,,1,2,,16,3,,,,,,,,,,,,,,,,,
"1021001908","102100190802",2,"102100190801",4,3,,,,12,13,2,3,2,40,420000,15000,45000,0,0,61500,511000,2,,,
"1021001908","102100190805",2,"102100190801",4,3,,,,15,16,1,1,1,20,135000,12000,50000,0,,50000,247000,1,1,3,
"1021001908","102100190813",2,"102100190801",4,2,,31,3,,,,,,,,,,,,,,,,,
"1021001908","102100190810",2,"102100190801",4,2,,36,3,,,,,,,,,,,,,,,,,
"1021001908","102100190803",2,"102100190801",4,3,,,,10,11,2,3,2,40,330000,15000,34000,0,0,40000,420000,2,,,
"1021001908","102100190801",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1021001908","102100190804",2,"102100190801",1,3,,,,1,10,2,3,2,35,420000,13000,22500,0,0,40000,49500,2,,,
"1021001908","102100190812",2,"102100190816",4,2,,17,3,,,,,,,,,,,,,,,,,
"1021001908","102100190816",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021001908","102100190806",2,"102100190808",4,3,,,,16,40,2,1,3,60,240000,16000,57500,0,,40000,353500,2,,2,
"1021001908","102100190808",2,"102100190801",4,2,,32,3,,,,,,,,,,,,,,,,,
"1021001908","102100190811",1,,4,3,,,,61,61,1,3,5,60,1400000,0,140000,550000,0,60000,2150000,2,,,
"1021001909","102100190901",1,,4,2,,34,96,,,,,,,,,,,,,,,,,
"1021001910","102100191006",2,"102100191003",4,3,,,,32,33,4,3,,,,,,,,,,1,3,,
"1021001910","102100191003",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021001910","102100191008",2,"102100191003",1,1,13,,,,,,,,,,,,,,,,,,,
"1021001910","102100191001",2,"102100191003",4,2,,22,12,,,,,,,,,,,,,,,,,
"1021001910","102100191004",2,"102100191003",4,2,,33,3,,,,,,,,,,,,,,,,,
"1021001910","102100191007",2,"102100191003",4,3,,,,31,32,3,3,,,,,,,360000,,360000,1,6,,
"1021001910","102100191005",2,"102100191003",4,2,,51,3,,,,,,,,,,,,,,,,,
"1021001915","102100191501",2,"102100191502",2,2,,12,3,,,,,,,,,,,,,,,,,
"1021001915","102100191502",1,,4,2,,51,3,50,,,,,,,,,,,,,,,,
"1021002007","102100200702",1,,1,2,,14,3,,,,,,,,,,,,,,,,,
"1021002007","102100200701",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"1021002010","102100201005",1,,1,2,,17,3,,,,,,,,,,,,,,,,,
"1021002011","102100201105",2,"102100201102",2,3,,,,10,11,2,1,1,35,330000,80000,18000,0,,30000,458000,2,,2,
"1021002011","102100201106",2,"102100201102",2,3,,,,1,10,2,1,1,40,240000,80000,18000,0,,90000,428000,2,,2,
"1021002011","102100201104",2,"102100201102",4,3,,,,13,14,1,1,3,50,150000,80000,36000,0,,45000,311000,2,,2,
"1021002011","102100201103",2,"102100201110",4,3,,,,14,15,1,1,3,50,150000,80000,36000,0,,45000,311000,2,,2,
"1021002106","102100210603",2,"102100210601",2,3,,,,10,11,2,1,0,15,255000,26000,40000,0,,5000,326000,2,,2,
"1021002106","102100210605",2,"102100210601",4,2,,35,3,,,,,,,,,,,,,,,,,
"1021002106","102100210601",1,,4,2,,35,3,,,,,,,,,,,,,,,,,
"1021002106","102100210602",2,"102100210601",4,3,,,,13,14,1,1,0,15,130500,40000,45000,0,,15000,230500,1,1,2,
"1021002107","102100210704",2,"102100210701",4,3,,,,12,33,2,1,3,15,750000,12000,30000,0,,0,42000,1,4,1,
"1021002107","102100210701",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"1021002107","102100210705",2,"102100210701",4,2,,34,10,,,,,,,,,,,,,,,,,
"1021002107","102100210703",2,"102100210701",4,3,,,,15,16,2,2,,,750000,0,40000,0,600000,20000,1410000,2,,,
"1021002201","102100220102",2,"102100220101",4,3,,,,35,50,1,3,6,60,1800000,0,70000,160000,0,50000,2080000,2,,,
"1021002201","102100220104",2,"102100220101",4,3,,,,10,11,1,3,0,10,15000,14000,5000,0,0,20000,54000,1,1,,
"1021002201","102100220101",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"1021002203","102100220301",2,"102100220302",4,2,,99,3,,,,,,,,,,,,,,,,,
"1021002203","102100220302",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002203","102100220304",2,"102100220302",1,1,10,,,,,,,,,,,,,,,,,,,
"1021002203","102100220303",2,"102100220302",4,3,,,,12,13,2,3,2,30,750000,0,48000,180000,0,0,978000,2,,,
"1021002204","102100220402",1,,4,2,,61,1,,,,,,,,,,,,,,,,,
"1021002204","102100220401",2,"102100220402",4,2,,99,96,,,,,,,,,,,,,,,,,
"1021002205","102100220502",2,"102100220501",4,3,,,,34,35,2,3,15,0,0,0,0,0,0,2100000,2100000,2,,,
"1021002205","102100220504",2,"102100220501",4,3,,,,11,12,1,1,0,15,39000,0,7200,0,,36000,84200,1,1,2,
"1021002205","102100220501",1,,4,2,,12,1,,,,,,,,,,,,,,,,,
"1021002205","102100220503",2,"102100220501",4,3,,,,31,32,2,3,20,0,0,0,0,0,0,2100000,2100000,2,,,
"1021002208","102100220801",2,"102100220804",4,2,,41,10,,,,,,,,,,,,,,,,,
"1021002208","102100220804",1,,4,2,,33,13,,,,,,,,,,,,,,,,,
"1021002210","102100221001",2,"102100221002",4,2,,17,3,,,,,,,,,,,,,,,,,
"1021002210","102100221005",2,"102100221002",4,3,,,,12,13,2,1,0,15,0,0,0,0,,0,,2,,3,
"1021002210","102100221003",1,,4,3,,,,31,32,2,3,0,15,0,0,0,0,0,0,,2,,,
"1021002210","102100221004",2,"102100221002",1,2,,16,3,,,,,,,,,,,,,,,,,
"1021002210","102100221002",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"1021002211","102100221101",2,"102100221103",4,2,,32,3,,,,,,,,,,,,,,,,,
"1021002211","102100221104",2,"102100221103",4,3,,,,32,33,2,3,,,370000,0,40000,0,0,0,410000,2,,,
"1021002211","102100221103",1,,4,3,,,,33,34,2,3,1,20,530000,50000,60000,0,0,10000,650000,2,,,
"1021002307","102100230703",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"1021002308","102100230802",1,,1,2,,14,3,,,,,,,,,,,,,,,,,
"1021002309","102100230901",1,,1,2,,17,96,,,,,,,,,,,,,,,,,
"1021002312","102100231206",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"1021002405","102100240503",2,"102100240501",4,3,,,,15,16,2,1,15,2,390000,30000,60000,0,,0,480000,2,,2,
"1021002405","102100240502",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"1021002405","102100240501",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"1021002407","102100240703",2,"102100240702",4,3,,,,12,13,2,1,8,60,1500000,,,450000,,0,1950000,2,,2,
"1021002407","102100240704",2,"102100240702",4,3,,,,10,11,2,1,8,60,1500000,,,450000,,0,1950000,2,,2,
"1021002407","102100240701",2,"102100240702",4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002407","102100240702",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002501","102100250102",2,"102100250101",4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002501","102100250107",2,"102100250101",4,3,,,,30,35,2,2,,,1050000,30000,90000,12000,,1350000,2532000,2,,,
"1021002501","102100250106",2,"102100250101",4,3,,,,35,61,2,3,10,30,2600000,0,150000,200000,0,100000,3050000,2,,,
"1021002501","102100250105",2,"102100250101",4,2,,51,13,,,,,,,,,,,,,,,,,
"1021002501","102100250101",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"1021002501","102100250108",2,"102100250101",4,3,,,,33,40,4,1,10,20,0,30000,450000,200000,,100000,780000,1,6,2,
"1021002501","102100250111",2,"102100250101",1,3,,,,1,1,2,1,0,10,120000,10000,30000,0,,0,160000,2,,3,
"1021002501","102100250104",2,"102100250101",4,2,,51,3,,,,,,,,,,,,,,,,,
"1021002501","102100250110",2,"102100250101",3,3,,,,1,10,4,1,0,5,75000,15000,15000,0,,0,105000,2,,2,
"1021002502","102100250214",2,"102100250205",4,3,,,,15,16,1,1,0,10,111000,13000,19500,0,,0,143500,1,1,2,
"1021002502","102100250216",2,"102100250205",4,3,,,,31,32,1,1,1,30,65000,0,19500,0,,39000,123500,1,1,3,
"1021002502","102100250206",2,"102100250205",4,3,,,,15,16,1,1,0,20,111000,12000,19500,0,,24000,166500,1,1,2,
"1021002502","102100250217",2,"102100250205",4,3,,,,30,31,1,1,1,30,65000,0,19500,0,,39000,123500,1,1,3,
"1021002502","102100250221",2,"102100250205",3,3,,,,1,1,2,1,0,40,195000,0,7500,0,,10500,426000,2,,2,
"1021002502","102100250215",2,"102100250205",4,2,,16,13,,,,,,,,,,,,,,,,,
"1021002502","102100250213",2,"102100250205",4,2,,15,13,,,,,,,,,,,,,,,,,
"1021002502","102100250201",2,"102100250205",4,2,,99,96,,,,,,,,,,,,,,,,,
"1021002502","102100250212",2,"102100250205",4,2,,33,12,,,,,,,,,,,,,,,,,
"1021002502","102100250210",2,"102100250205",4,3,,,,1,10,2,1,0,30,30000,13500,8750,0,,0,61250,2,,2,
"1021002502","102100250208",2,"102100250205",4,3,,,,13,14,2,1,0,20,150000,15000,19500,0,,24000,208500,2,,3,
"1021002502","102100250204",2,"102100250205",4,3,,,,61,61,1,1,2,30,1600000,0,300000,240000,,0,2140000,2,,3,
"1021002502","102100250207",2,"102100250205",4,3,,,,16,30,1,1,1,30,65000,0,18500,0,,39000,122500,1,1,3,
"1021002502","102100250209",2,"102100250205",4,3,,,,14,15,1,1,0,20,81000,15000,19500,0,,0,115500,1,1,2,
"1021002502","102100250219",2,"102100250205",4,3,,,,14,14,1,1,0,20,81000,13000,19500,0,,0,113500,1,1,2,
"1021002502","102100250202",2,"102100250205",1,1,8,,,,,,,,,,,,,,,,,,,
"1021002502","102100250205",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"1021002502","102100250218",2,"102100250205",4,2,,13,3,,,,,,,,,,,,,,,,,
"1021002502","102100250220",2,"102100250205",4,3,,,,11,12,1,1,1,30,105000,0,19500,0,,0,124500,1,1,2,
"1021002502","102100250211",2,"102100250205",1,1,10,,,,,,,,,,,,,,,,,,,
"1021002502","102100250203",2,"102100250205",4,2,,36,3,,,,,,,,,,,,,,,,,
"1021002505","102100250510",2,"102100250502",4,3,,,,33,34,1,1,2,30,0,0,0,0,,0,,2,,3,
"1021002505","102100250501",2,"102100250502",4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002505","102100250505",2,"102100250502",4,3,,,,12,13,1,1,0,20,150000,26000,15000,0,,15000,206000,1,1,2,
"1021002505","102100250511",2,"102100250502",1,3,,,,1,1,1,1,0,20,50000,26000,5000,0,,15000,96000,1,1,2,
"1021002505","102100250512",2,"102100250502",1,3,,,,1,1,1,1,0,20,50000,26000,5000,0,,15000,96000,1,1,2,
"1021002508","102100250806",2,"102100250801",4,3,,,,13,14,1,1,,,36000,0,5600,0,,0,41600,1,1,3,
"1021002508","102100250801",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021002509","102100250901",1,,4,2,,14,3,,,,,,,,,,,,,,,,,
"1021002509","102100250902",2,"102100250901",4,2,,41,3,,,,,,,,,,,,,,,,,
"1021002510","102100251006",1,,4,3,,,,14,15,1,1,0,5,69000,15000,30000,0,,10000,124000,1,1,2,
"1021002510","102100251009",2,"102100251001",1,1,10,,,,,,,,,,,,,,,,,,,
"1021002510","102100251004",2,"102100251001",1,2,,12,12,,,,,,,,,,,,,,,,,
"1021002510","102100251007",2,"102100251001",4,3,,,,12,12,1,1,0,5,69000,15000,30000,0,,0,114000,1,1,2,
"1021002510","102100251008",2,"102100251001",4,3,,,,11,11,1,1,,,69000,15000,12000,0,,0,96000,1,1,2,
"1021002510","102100251003",1,,4,2,,17,12,,,,,,,,,,,,,,,,,
"1021002510","102100251001",1,,4,2,,31,3,,,,,,,,,,,,,,,,,
"1021002510","102100251005",2,"102100251001",1,2,,17,10,,,,,,,,,,,,,,,,,
"102100251007","1021002510070",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021002603","102100260302",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"1021002603","102100260303",2,"102100260302",3,3,,,,1,10,1,1,0,5,15900,0,5000,0,,0,20900,1,1,3,
"1021002603","102100260301",2,"102100260302",4,2,,51,3,,,,,,,,,,,,,,,,,
"1021002603","102100260306",2,"102100260302",3,3,,,,1,10,1,1,0,5,15900,0,5000,0,,0,20900,1,1,3,
"1021002604","102100260404",2,"102100260401",4,3,,,,10,11,2,1,2,30,450000,0,18000,90000,,0,558000,2,,2,
"1021002604","102100260401",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002604","102100260403",2,"102100260401",4,3,,,,12,13,2,1,2,30,450000,0,30000,90000,,30000,600000,2,,3,
"1021002604","102100260406",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1021002604","102100260402",1,,4,3,,,,15,16,2,2,,,1200000,0,30000,30000,0,30000,1290000,2,,,
"1021002605","102100260501",2,"102100260502",4,2,,17,3,,,,,,,,,,,,,,,,,
"1021002605","102100260504",2,"102100260502",4,3,,,,14,15,2,2,,,0,27000,40000,18000,1440000,30000,1555000,2,,,
"1021002605","102100260502",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002605","102100260503",2,"102100260502",4,3,,,,32,33,1,1,2,25,0,20000,45000,0,,135000,200000,1,1,2,
"102100260606","10210026060602",1,,3,2,,34,3,,,,,,,,,,,,,,,,,
"102100260606","1021002606060",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"1021002610","102100261001",1,,4,2,,16,13,,,,,,,,,,,,,,,,,
"1021002610","102100261005",2,"102100261001",4,3,,,,13,13,2,2,,,0,0,0,0,0,0,,2,,,
"1021002610","102100261009",2,"102100261001",4,3,,,,13,14,2,2,,,0,0,0,0,0,0,,2,,,
"1021002610","102100261004",2,"102100261001",4,3,,,,13,14,2,1,1,20,0,0,0,0,,0,,2,,2,
"1021002610","102100261002",2,"102100261001",1,2,,41,12,,,,,,,,,,,,,,,,,
"1021002611","102100261104",2,"102100261101",4,3,,,,33,34,1,1,6,30,360000,25000,30000,270000,,0,685000,1,1,2,
"1021002611","102100261101",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"1021002611","102100261106",2,"102100261101",4,3,,,,15,16,2,1,,,150000,15000,20000,0,,30000,215000,2,,2,
"1021002702","102100270202",2,"102100270201",4,2,,33,3,,,,,,,,,,,,,,,,,
"1021002702","102100270205",2,"102100270201",4,3,,,,31,32,1,2,,,1200000,25000,300000,60000,300000,200000,2085000,1,1,,
"1021002702","102100270201",1,,4,2,,36,3,,,,,,,,,,,,,,,,,
"1021002702","102100270203",2,"102100270201",4,3,,,,33,34,1,2,,,1500000,0,300000,0,600000,200000,2600000,2,,,
"1021002702","102100270204",2,"102100270201",4,3,,,,31,32,2,2,,,1500000,20000,240000,60000,300000,150000,2270000,2,,,
"1021002703","102100270304",2,"102100270301",4,3,,,,15,16,2,1,2,30,247500,0,39000,0,,0,286500,2,,3,
"1021002703","102100270302",1,,1,2,8,31,,,,,,,,,,,,,,,,,,
"1021002703","102100270303",2,"102100270301",4,3,,,,16,30,1,1,5,75,0,40000,36000,0,,12000,88000,1,1,3,
"1021002703","102100270301",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1021002711","102100271104",2,"102100271101",4,3,,,,31,32,2,3,2,25,540000,25000,90000,0,0,70000,725000,2,,,
"1021002711","102100271101",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"1021002711","102100271106",2,"102100271101",4,3,,,,30,31,1,1,1,10,0,30000,90000,0,,0,120000,1,1,3,
"1021002711","102100271105",2,"102100271101",4,3,,,,13,14,2,3,2,5,240000,15000,75000,270000,0,0,600000,2,,,
"1021002711","102100271103",2,"102100271101",4,3,,,,35,50,2,1,3,30,1400000,0,300000,500000,,0,2200000,2,,3,
"1021002711","102100271102",2,"102100271101",4,3,,,,35,61,2,3,2,30,0,,,0,0,,700000,1,1,,
"1021002801","102100280107",2,"102100280101",4,3,,,,16,30,2,3,,,550000,60000,171000,0,0,191000,972000,2,,,
"1021002801","102100280103",2,"102100280101",4,2,,36,3,,,,,,,,,,,,,,,,,
"1021002801","102100280101",1,,4,2,,17,9,,,,,,,,,,,,,,,,,
"1021002801","102100280102",2,"102100280101",1,1,8,,,,,,,,,,,,,,,,,,,
"1021002801","102100280108",2,"102100280101",4,3,,,,31,12,2,1,0,5,120000,20000,20000,0,,30000,190000,2,,2,
"1021002801","102100280105",2,"102100280101",4,3,,,,32,33,2,3,3,40,270000,40000,167500,30000,0,102500,610000,2,,,
