"year","HHID","h15bq2","h15bq3b","h15bq3c","h15bq4","h15bq5","h15bq6","h15bq7","h15bq8","h15bq9","h15bq10","h15bq11","h15bq12","h15bq13"
2009,"1021000604",144,1,33,1,700,,,,,,,700,
2009,"1021000604",131,2,70,2,1200,,,,,,,600,
2009,"1021000604",113,3,1,1.5,1950,,,,,,,1300,
2009,"1021000604",147,7,1,1,2200,,,,,,,2200,
2009,"1021000604",109,1,64,1,2000,,,,,,,2000,
2009,"1021000604",105,3,64,2,2000,,,,,,,1000,
2009,"1021000604",114,1,42,1,1200,,,,,,,1200,
2009,"1021000604",136,7,85,7,1400,,,,,,,200,
2009,"1021000604",150,7,52,1,250,,,,,,,250,
2009,"1021000604",122,1,55,1,2000,,,,,,,2000,
2009,"1021000604",141,2,1,1,1600,,,,,,,1600,
2009,"1021000604",110,1,1,2,4000,,,,,,,2000,
2009,"1021000604",135,7,85,7,1400,,,,,,,200,
2009,"1021000604",104,1,64,2,2000,,,,,,,1000,
2009,"1021000604",134,1,85,1,1000,,,,,,,1000,
2009,"1021000604",125,3,3,3,3600,,,,,,,1200,
2009,"1021000604",123,1,55,1,3000,,,,,,,3000,
2009,"1021000604",127,7,4,14,1400,,,,,,,100,
2009,"1021000604",107,2,64,1,1000,,,,,,,1000,
2009,"1021000604",137,1,85,1,700,,,,,,,700,
2009,"1021000604",157,7,,,,,7000,,,,,,
2009,"1021000604",149,7,54,1,100,,,,,,,100,
2009,"1021000607",144,2,1,1,3200,,,,,,,3200,
2009,"1021000607",149,7,54,5,500,,,,,,,100,
2009,"1021000607",150,7,54,1,500,,,,,,,500,
2009,"1021000607",139,2,66,2,500,,,,,,,250,
2009,"1021000607",141,3,1,2.5,3750,,,,,,,1500,
2009,"1021000607",157,5,,,,,50000,,,,,,
2009,"1021000607",135,7,64,7,2100,,,,,,,300,
2009,"1021000607",114,7,42,7,8400,,,,,,,1200,
2009,"1021000607",132,7,64,1,2000,,,,,,,2000,
2009,"1021000607",127,7,28,7,3500,,,,,,,500,
2009,"1021000607",147,7,1,3.5,8400,,,,,,,2400,
2009,"1021000607",125,7,3,7,11200,,,,,,,1600,
2009,"1021000607",113,7,1,3.5,2450,,,,,,,700,
2009,"1021000607",136,7,64,7,3500,,,,,,,500,
2009,"1021000607",129,7,31,1,3000,,,,,,,3000,
2009,"1021000607",134,4,85,4,1200,,,,,,,300,
2009,"1021000607",130,7,22,1,5000,,,,,,,5000,
2009,"1021000607",117,2,1,3,15000,,,,,,,5000,
2009,"1021000607",110,7,1,7,15400,,,,,,,2200,
2009,"1021000607",151,3,26,8,4800,,,,,,,600,
2009,"1021000608",158,2,26,,,26,1200,,,,,,
2009,"1021000608",149,7,54,2,200,,,,,,,100,
2009,"1021000608",114,3,42,3,4200,,,,,,,1400,
2009,"1021000608",117,2,1,1,5000,,,,,,,5000,
2009,"1021000608",113,1,1,0.5,500,,,,,,,1000,
2009,"1021000608",103,3,69,0.5,4000,,,,,,,8000,
2009,"1021000608",122,2,56,2,8000,,,,,,,4000,
2009,"1021000608",141,1,1,0.5,800,,,,,,,1600,
2009,"1021000608",130,2,64,2,2000,,,,,,,1000,
2009,"1021000608",136,7,64,7,2100,,,,,,,300,
2009,"1021000608",137,1,85,1,1000,,,,,,,1000,
2009,"1021000608",135,7,64,0.5,1500,,,,,,,1000,
2009,"1021000608",127,7,3,0.5,2000,,,,,,,4000,
2009,"1021000608",157,7,,,,,14000,,,,,,
2009,"1021000608",144,3,54,3,900,,,,,,,300,
2009,"1021000608",125,7,3,10.5,12600,,,,,,,1200,
2009,"1021000608",109,1,64,1,2000,,,,,,,2000,
2009,"1021000608",139,1,66,1,400,,,,,,,400,
2009,"1021000608",121,1,85,1,10000,,,,,,,10000,
2009,"1021000608",147,7,1,1,2400,,,,,,,2400,
2009,"1021000608",124,3,85,15,3000,,,,,,,200,
2009,"1021000608",134,3,85,3,900,,,,,,,300,
2009,"1021000608",150,7,54,0.25,50,,,,,,,200,
2009,"1021000608",107,1,64,1,1000,,,,,,,1000,
2009,"1021000608",110,1,1,1,1500,,,,,,,1500,
2009,"1021000608",151,3,26,3,1800,,,,,,,600,
2009,"1021000610",144,2,1,2,4000,,,,,,,2000,
2009,"1021000610",105,1,64,7,7000,,,,,,,1000,
2009,"1021000610",149,7,1,0.25,500,,,,,,,2000,
2009,"1021000610",141,7,1,4,6000,,,,,,,1500,
2009,"1021000610",139,7,64,5,1000,,,,,,,200,
2009,"1021000610",157,7,,,,,35000,,,,,,
2009,"1021000610",117,2,1,3,15000,,,,,,,5000,
2009,"1021000610",150,7,51,1,500,,,,,,,500,
2009,"1021000610",136,7,64,2,2000,,,,,,,1000,
2009,"1021000610",124,1,85,5,1000,,,,,,,200,
2009,"1021000610",109,2,64,3,6000,,,,,,,2000,
2009,"1021000610",147,7,1,4,8800,,,,,,,2200,
2009,"1021000610",101,7,67,1,20000,,,,,,,20000,
2009,"1021000610",110,7,1,3,7500,,,,,,,2500,
2009,"1021000610",135,7,64,2,2000,,,,,,,1000,
2009,"1021000610",127,3,3,1.25,5000,,,,,,,4000,
2009,"1021000612",149,7,1,0.25,750,,,,,,,3000,
2009,"1021000612",133,1,64,1,400,,,,,,,400,
2009,"1021000612",151,7,26,7,4200,,,,,,,600,
2009,"1021000612",114,7,43,70,14000,,,,,,,200,
2009,"1021000612",113,1,1,1.5,1500,,,,,,,1000,
2009,"1021000612",135,7,64,4,2000,,,,,,,500,
2009,"1021000612",117,1,1,2,10000,,,,,,,5000,
2009,"1021000612",119,1,1,1,6000,,,,,,,6000,
2009,"1021000612",136,7,64,1,1000,,,,,,,1000,
2009,"1021000612",129,7,31,1,1000,,,,,,,1000,
2009,"1021000612",123,1,55,1,3000,,,,,,,3000,
2009,"1021000612",110,3,1,1.5,3300,,,,,,,2200,
2009,"1021000612",125,7,3,7,10500,,,,,,,1500,
2009,"1021000612",150,7,51,0.5,150,,,,,,,300,
2009,"1021000612",124,2,85,8,1600,,,,,,,200,
2009,"1021000612",140,1,30,4,2000,,,,,,,500,
2009,"1021000612",158,7,26,,,7,4200,,,,,,
2009,"1021000612",157,7,,,,,14000,,,,,,
2009,"1021000612",147,7,1,3.5,7700,,,,,,,2200,
2009,"1021000612",131,1,70,1,1000,,,,,,,1000,
2009,"1021000612",101,5,67,1,20000,,,,,,,20000,
2009,"1021000612",127,3,4,12,1200,,,,,,,100,
2009,"1021000612",139,1,64,1,300,,,,,,,300,
2009,"1021000612",144,3,1,0.75,1500,,,,,,,2000,
2009,"1021000701",131,7,70,3,3000,,,,,,,1000,
2009,"1021000701",129,7,31,1,2400,,,,,,,2400,
2009,"1021000701",135,7,64,3,1500,,,,,,,500,
2009,"1021000701",151,7,3,2,8000,,,,,,,4000,
2009,"1021000701",150,7,51,1,350,,,,,,,350,
2009,"1021000701",147,7,1,2.5,5750,,,,,,,2300,
2009,"1021000701",139,1,66,1,500,,,,,,,500,
2009,"1021000701",144,3,33,2,1000,,,,,,,500,
2009,"1021000701",149,7,52,0.5,500,,,,,,,1000,
2009,"1021000701",117,2,1,1,5000,,,,,,,5000,
2009,"1021000701",108,5,1,15,13500,,,,,,,900,
2009,"1021000701",121,2,85,2,24000,,,,,,,12000,
2009,"1021000701",127,1,3,0.5,2250,,,,,,,4500,
2009,"1021000701",158,7,26,,,10,7000,,,,,700,
2009,"1021000701",109,1,1,1.5,3000,,,,,,,2000,
2009,"1021000701",114,3,45,18,1800,,,,,,,100,
2009,"1021000701",133,7,64,3,3000,,,,,,,1000,
2009,"1021000701",115,4,1,2,2000,,,,,,,1000,
2009,"1021000701",110,1,1,2,4600,,,,,,,2300,
2009,"1021000701",125,7,3,7,11200,,,,,,,1600,
2009,"1021000701",138,1,66,1,500,,,,,,,500,
2009,"1021000701",136,7,64,3,3000,,,,,,,1000,
2009,"1021000701",130,1,64,1,1000,,,,,,,1000,
2009,"1021000701",123,2,56,2,2000,,,,,,,1000,
2009,"1021000701",146,7,32,1.5,1200,,,,,,,800,
2009,"1021000701",140,1,31,2,1400,,,,,,,700,
2009,"1021000701",157,7,,,,,105000,,,,,,
2009,"1021000701",104,2,64,2,2000,,,,,,,1000,
2009,"1021000701",159,7,24,,,49,98000,,,,,2000,
2009,"1021000702",135,7,85,7,700,,,,,,,100,
2009,"1021000702",136,7,85,7,1400,,,,,,,200,
2009,"1021000702",147,7,1,1.5,3300,,,,,,,2200,
2009,"1021000702",123,2,64,2,400,,,,,,,200,
2009,"1021000702",150,7,54,0.5,350,,,,,,,700,
2009,"1021000702",113,3,1,3,4200,,,,,,,1400,
2009,"1021000702",141,5,1,2.5,4500,,,,,,,1800,
2009,"1021000702",114,5,44,30,3000,,,,,,,100,
2009,"1021000702",153,4,74,,,,,4,4000,,,1000,
2009,"1021000702",117,1,1,1,5000,,,,,,,5000,
2009,"1021000702",105,3,64,3,3000,,,,,,,1000,
2009,"1021000702",149,7,32,0.25,75,,,,,,,300,
2009,"1021000702",104,7,64,7,14000,,,,,,,2000,
2009,"1021000702",127,7,4,7,2100,,,,,,,300,
2009,"1021000702",157,7,,,,,,,,,7000,,
2009,"1021000703",149,1,54,1,100,,,,,,,100,
2009,"1021000703",127,1,4,2,400,,,,,,,200,
2009,"1021000703",151,6,26,,,6,3600,,,,,600,
2009,"1021000703",150,1,52,1,250,,,,,,,250,
2009,"1021000703",136,1,64,1,300,,,,,,,300,
2009,"1021000703",124,1,85,3,300,,,,,,,100,
2009,"1021000703",135,1,85,1,200,,,,,,,200,
2009,"1021000703",110,1,1,0.25,625,,,,,,,2500,
2009,"1021000703",157,6,,,,,24000,,,,,,
2009,"1021000703",147,1,36,6,150,,,,,,,25,
2009,"1021000705",133,4,64,1,500,,,,,,,500,
2009,"1021000705",135,7,85,7,700,,,,,,,100,
2009,"1021000705",124,1,85,2,400,,,,,,,200,
2009,"1021000705",110,7,1,7,14000,,,,,,,2000,
2009,"1021000705",141,2,1,1,1500,,,,,,,1500,
2009,"1021000705",134,3,85,3,600,,,,,,,200,
2009,"1021000705",136,7,85,7,700,,,,,,,100,
2009,"1021000705",113,4,1,4,4800,,,,,,,1200,
2009,"1021000705",149,7,54,1,100,,,,,,,100,
2009,"1021000705",157,5,,,,,6200,,,,,,
2009,"1021000705",112,2,85,4,800,,,,,,,200,
2009,"1021000705",147,7,1,0.5,1100,,,,,,,2200,
2009,"1021000705",150,7,54,0.5,250,,,,,,,500,
2009,"1021000705",114,1,42,1,1200,,,,,,,1200,
2009,"1021000705",123,1,64,1,200,,,,,,,200,
2009,"1021000705",127,7,24,0.5,1000,,,,,,,2000,
2009,"1021000709",110,2,1,4,10000,,,,,,,2500,
2009,"1021000709",147,7,1,3,7200,,,,,,,2400,
2009,"1021000709",144,7,1,2,6000,,,,,,,3000,
2009,"1021000709",141,7,1,5,12000,,,,,,,2400,
2009,"1021000709",109,1,64,3,3000,,,,,,,1000,
2009,"1021000709",139,1,66,2,1000,,,,,,,500,
2009,"1021000709",149,7,53,2,200,,,,,,,100,
2009,"1021000709",138,2,66,10,1000,,,,,,,100,
2009,"1021000709",150,7,51,1,500,,,,,,,500,
2009,"1021000709",130,3,64,3,3000,,,,,,,1000,
2009,"1021000709",113,4,1,4,6000,,,,,,,1500,
2009,"1021000709",136,7,64,6,3000,,,,,,,500,
2009,"1021000709",135,7,64,4,2000,,,,,,,500,
2009,"1021000709",107,2,64,2,2000,,,,,,,1000,
2009,"1021000709",104,4,64,3,3000,,,,,,,1000,
2009,"1021000709",137,1,85,1,700,,,,,,,700,
2009,"1021000710",144,2,1,3,6000,,,,,,,2000,
2009,"1021000710",149,7,51,1,2500,,,,,,,2500,
2009,"1021000710",137,3,85,4,4000,,,,,,,1000,
2009,"1021000710",136,7,64,1,1000,,,,,,,1000,
2009,"1021000710",105,1,64,1,5000,,,,,,,5000,
2009,"1021000710",141,3,1,3,6000,,,,,,,2000,
2009,"1021000710",129,7,30,1,7000,,,,,,,7000,
2009,"1021000710",124,5,61,3,12000,,,,,,,4000,
2009,"1021000710",145,1,1,2,3000,,,,,,,1500,
2009,"1021000710",139,3,66,2,2000,,,,,,,1000,
2009,"1021000710",117,5,1,10,50000,,,,,,,5000,
2009,"1021000710",150,7,51,1,500,,,,,,,500,
2009,"1021000710",151,2,63,2,25000,,,,,,,12500,
2009,"1021000710",114,7,41,7,15400,,,,,,,2200,
2009,"1021000710",135,7,64,5,5000,,,,,,,1000,
2009,"1021000710",125,7,3,35,49000,,,,,,,1400,
2009,"1021000710",110,7,1,14,35000,,,,,,,2500,
2009,"1021000710",101,5,67,,,,,,,5,75000,,15000
2009,"1021000710",147,7,1,7,15400,,,,,,,2200,
2009,"1021000710",121,3,85,6,90000,,,,,,,15000,
2009,"1021000710",107,2,64,2,5000,,,,,,,2500,
2009,"1021000710",113,4,1,8,12000,,,,,,,1500,
2009,"1021000710",130,7,40,1,5000,,,,,,,5000,
2009,"1021000710",131,7,70,7,14000,,,,,,,2000,
2009,"1021000710",127,7,16,1,12000,,,,,,,12000,
2009,"1021000710",109,2,20,2,10000,,,,,,,5000,
2009,"1021000710",133,7,40,2,5000,,,,,,,2500,
2009,"1021000711",109,1,64,1,1000,,,,,,,1000,
2009,"1021000711",150,7,52,1,250,,,,,,,250,
2009,"1021000711",149,7,53,2,200,,,,,,,100,
2009,"1021000711",114,5,42,2,2800,,,,,,,1400,
2009,"1021000711",127,7,3,0.5,1400,,,,,,,2800,
2009,"1021000711",107,1,64,1,1000,,,,,,,1000,
2009,"1021000711",141,7,1,2.5,6000,,,,,,,2400,
2009,"1021000711",144,1,1,0.25,750,,,,,,,3000,
2009,"1021000711",113,1,1,1,1400,,,,,,,1400,
2009,"1021000711",157,7,,,7000,,,,,,,,
2009,"1021000711",105,1,64,1,1000,,,,,,,1000,
2009,"1021000711",136,7,85,7,700,,,,,,,100,
2009,"1021000711",130,7,64,2,2000,,,,,,,1000,
2009,"1021000711",110,1,1,1,2500,,,,,,,2500,
2009,"1021000711",123,1,55,1,2000,,,,,,,2000,
2009,"1021000711",135,7,85,7,700,,,,,,,100,
2009,"1021000711",124,2,85,4,800,,,,,,,200,
2009,"1021000711",147,7,1,1,2400,,,,,,,2400,
2009,"1021000711",131,7,70,3,3000,,,,,,,1000,
2009,"1021000711",104,7,64,7,7000,,,,,,,1000,
2009,"1021000711",139,7,66,35,3500,,,,,,,100,
2009,"1021000802",150,7,52,1,200,,,,,,,200,
2009,"1021000802",121,1,85,1,5000,,,,,,,5000,
2009,"1021000802",133,5,64,2,2000,,,,,,,1000,
2009,"1021000802",147,7,1,2,3800,,,,,,,1900,
2009,"1021000802",104,5,64,5,5000,,,,,,,1000,
2009,"1021000802",124,1,85,2,400,,,,,,,200,
2009,"1021000802",135,7,64,1,500,,,,,,,500,
2009,"1021000802",114,7,44,14,1400,,,,,,,100,
2009,"1021000802",131,1,70,1,800,,,,,,,800,
2009,"1021000802",149,7,54,1,100,,,,,,,100,
2009,"1021000802",117,2,1,2,9000,,,,,,,4500,
2009,"1021000802",136,7,64,2,1000,,,,,,,500,
2009,"1021000802",115,7,1,0.25,600,,,,,,,2400,
2009,"1021000802",130,3,64,1,1000,,,,,,,1000,
2009,"1021000802",139,4,66,4,1200,,,,,,,300,
2009,"1021000802",127,7,3,1,4000,,,,,,,4000,
2009,"1021000802",125,3,3,3,3000,,,,,,,1000,
2009,"1021000802",137,3,85,3,1500,,,,,,,500,
2009,"1021000802",109,5,64,2,2000,,,,,,,1000,
2009,"1021000802",123,2,55,2,2000,,,,,,,1000,
2009,"1021000802",144,3,1,2,4800,,,,,,,2400,
2009,"1021000802",134,2,85,,,,,,,2,2000,1000,
2009,"1021000802",138,4,66,,,,,,,4,1200,300,
2009,"1021000802",110,5,1,2,4000,,,,,,,2000,
2009,"1021000803",157,7,,,,,35000,,,,,,
2009,"1021000803",158,6,26,,,6,4200,,,,,,
2009,"1021000805",158,1,25,,,2,1400,,,,,700,
2009,"1021000805",157,7,,,,,17500,,,,,,
2009,"1021000807",130,3,64,1,1000,,,,,,,1000,
2009,"1021000807",150,7,52,0.5,100,,,,,,,200,
2009,"1021000807",147,7,1,2,4800,,,,,,,2400,
2009,"1021000807",135,7,64,1,500,,,,,,,500,
2009,"1021000807",158,3,26,,,3,1800,,,,,,600
2009,"1021000807",125,2,3,2,2000,,,,,,,1000,
2009,"1021000807",151,2,26,4,2400,,,,,,,600,
2009,"1021000807",114,7,43,24,4800,,,,,,,200,
2009,"1021000807",123,3,55,3,4500,,,,,,,1500,
2009,"1021000807",109,1,64,2,2000,,,,,,,1000,
2009,"1021000807",110,2,1,1,2400,,,,,,,2400,
2009,"1021000807",149,7,54,2,200,,,,,,,100,
2009,"1021000807",113,3,1,2,3000,,,,,,,1500,
2009,"1021000807",136,7,64,2,1000,,,,,,,500,
2009,"1021000807",107,3,64,2,2000,,,,,,,1000,
2009,"1021000807",117,2,1,1.5,6000,,,,,,,4000,
2009,"1021000807",105,2,64,2,2000,,,,,,,1000,
2009,"1021000807",127,4,26,0.5,500,,,,,,,1000,
2009,"1021000807",157,6,,,,,7200,,,,,,
2009,"1021000807",133,3,64,1,500,,,,,,,500,
2009,"1021000808",133,2,64,1,500,,,,,,,500,
2009,"1021000808",144,5,1,1,3000,,,,,,,3000,
2009,"1021000808",149,7,54,1,100,,,,,,,100,
2009,"1021000808",135,5,64,1,500,,,,,,,500,
2009,"1021000808",127,3,4,6,600,,,,,,,100,
2009,"1021000808",150,7,51,1,500,,,,,,,500,
2009,"1021000808",104,4,64,6,3000,,,,,,,500,
2009,"1021000808",110,2,1,1,2400,,,,,,,2400,
2009,"1021000808",117,2,1,1,5000,,,,,,,5000,
2009,"1021000808",147,7,1,1,2400,,,,,,,2400,
2009,"1021000808",137,2,85,1,500,,,,,,,500,
2009,"1021000808",151,1,26,,,1,600,,,,,600,
2009,"1021000808",138,1,66,2,400,,,,,,,200,
2009,"1021000808",136,3,85,3,300,,,,,,,100,
2009,"1021000808",124,2,85,4,800,,,,,,,200,
2009,"1021000808",105,3,64,4,2000,,,,,,,500,
2009,"1021000809",139,1,66,1,500,,,,,,,500,
2009,"1021000809",104,4,64,1,3000,,,,,,,3000,
2009,"1021000809",135,7,64,1,500,,,,,,,500,
2009,"1021000809",130,7,64,1,1000,,,,,,,1000,
2009,"1021000809",150,7,54,0.25,63,,,,,,,250,
2009,"1021000809",151,1,26,,,1,700,,,,,700,
2009,"1021000809",136,7,64,1,1000,,,,,,,1000,
2009,"1021000809",109,1,64,1,1000,,,,,,,1000,
2009,"1021000809",131,1,85,5,500,,,,,,,100,
2009,"1021000809",147,7,1,1,2000,,,,,,,2000,
2009,"1021000809",117,1,1,0.5,1500,,,,,,,3000,
2009,"1021000809",137,1,85,1,300,,,,,,,300,
2009,"1021000809",110,2,1,5,10000,,,,,,,2000,
2009,"1021000809",113,1,1,0.25,400,,,,,,,1600,
2009,"1021000809",114,7,44,14,2800,,,,,,,200,
2009,"1021000809",134,1,85,1,500,,,,,,,500,
2009,"1021000809",105,2,64,1,1000,,,,,,,1000,
2009,"1021000809",141,1,1,0.25,400,,,,,,,1600,
2009,"1021000809",149,7,54,1,100,,,,,,,100,
2009,"1021000810",139,2,66,2,1000,,,,,,,500,
2009,"1021000810",135,2,85,4,400,,,,,,,100,
2009,"1021000810",127,7,24,1,1500,,,,,,,1500,
2009,"1021000810",105,3,64,3,3000,,,,,,,1000,
2009,"1021000810",150,7,54,0.5,250,,,,,,,500,
2009,"1021000810",144,2,1,0.5,1000,,,,,,,2000,
2009,"1021000810",153,3,71,3,3000,,,,,,,1000,
2009,"1021000810",149,7,54,2,200,,,,,,,100,
2009,"1021000810",147,2,1,,,,,,,0.25,500,2000,
2009,"1021000810",113,4,1,2,3200,,,,,,,1600,
2009,"1021000811",154,7,32,15,1500,,,,,,,100,
2009,"1021000811",138,1,66,1,500,,,,,,,500,
2009,"1021000811",105,1,64,3,3000,,,,,,,1000,
2009,"1021000811",140,2,64,1,2000,,,,,,,2000,
2009,"1021000811",139,1,66,1,500,,,,,,,500,
2009,"1021000811",123,1,32,1,500,,,,,,,500,
2009,"1021000811",147,7,1,3.5,7700,,,,,,,2200,
2009,"1021000811",104,3,64,4,4000,,,,,,,1000,
2009,"1021000811",110,2,1,1.5,3600,,,,,,,2400,
2009,"1021000811",117,1,1,1,5000,,,,,,,5000,
2009,"1021000811",127,7,4,7,2100,,,,,,,300,
2009,"1021000811",136,7,85,7,1400,,,,,,,200,
2009,"1021000811",113,1,1,1.5,2250,,,,,,,1500,
2009,"1021000811",135,7,85,7,1400,,,,,,,200,
2009,"1021000811",107,1,64,3,3000,,,,,,,1000,
2009,"1021000811",137,2,85,2,1000,,,,,,,500,
2009,"1021000811",129,3,31,0.5,750,,,,,,,1500,
2009,"1021000811",141,1,1,1,2000,,,,,,,2000,
2009,"1021000811",157,7,,,12000,,,,,,,,
2009,"1021000811",149,7,54,2,200,,,,,,,100,
2009,"1021000811",114,3,43,15,3000,,,,,,,200,
2009,"1021000811",125,2,3,1,1000,,,,,,,1000,
2009,"1021000811",150,7,51,0.25,125,,,,,,,500,
2009,"1021000811",109,2,64,2,2000,,,,,,,1000,
2009,"1021000811",132,1,64,1,500,,,,,,,500,
2009,"1021000904",149,7,54,2,200,,,,,,,100,
2009,"1021000904",105,2,64,2,1000,,,,,,,500,
2009,"1021000904",136,7,64,1,500,,,,,,,500,
2009,"1021000904",150,7,52,0.5,125,,,,,,,250,
2009,"1021000904",123,1,56,1,4000,,,,,,,4000,
2009,"1021000904",147,7,1,1,2400,,,,,,,2400,
2009,"1021000904",107,2,64,2,2000,,,,,,,1000,
2009,"1021000904",141,2,1,1,2400,,,,,,,2400,
2009,"1021000904",117,1,1,1,4000,,,,,,,4000,
2009,"1021000904",114,3,42,3,3000,,,,,,,1000,
2009,"1021000904",131,2,70,1,1000,,,,,,,100,
2009,"1021000904",135,7,64,1,500,,,,,,,500,
2009,"1021000904",110,2,1,1,2000,,,,,,,2000,
2009,"1021000904",127,5,4,10,1000,,,,,,,100,
2009,"1021000904",113,2,1,1,1200,,,,,,,1200,
2009,"1021000904",125,7,3,3.5,3500,,,,,,,1000,
2009,"1021000904",144,2,1,1,4000,,,,,,,400,
2009,"1021000906",140,2,32,2,2000,,,,,,,1000,
2009,"1021000906",135,7,66,1,1000,,,,,,,1000,
2009,"1021000906",129,4,31,1,1800,,,,,,,1800,
2009,"1021000906",139,2,66,2,600,,,,,,,300,
2009,"1021000906",150,7,1,0.25,250,,,,,,,1000,
2009,"1021000906",122,1,56,1,4000,,,,,,,4000,
2009,"1021000906",161,,,,,,,,,,,,
2009,"1021000906",124,1,85,5,1000,,,,,,,200,
2009,"1021000906",125,7,3,7,7000,,,,,,,1000,
2009,"1021000906",113,5,1,1.25,2000,,,,,,,1600,
2009,"1021000906",160,,,,,,,,,,,,
2009,"1021000906",127,1,4,2,200,,,,,,,100,
2009,"1021000906",136,7,64,1,1000,,,,,,,1000,
2009,"1021000906",101,,67,,,,,,,,,,
2009,"1021000906",114,3,41,1,2200,,,,,,,2200,
2009,"1021000906",147,7,1,1.5,3600,,,,,,,2400,
2009,"1021000906",117,2,1,1.5,7500,,,,,,,5000,
2009,"1021000906",144,1,1,0.25,800,,,,,,,300,
2009,"1021000906",104,7,64,14,28000,,,,,,,2000,
2009,"1021000909",140,1,1,0.25,400,,,,,,,1600,
2009,"1021000909",149,7,54,0.5,50,,,,,,,100,
2009,"1021000909",151,1,26,4,2400,,,,,,,600,
2009,"1021000909",110,1,1,0.25,600,,,,,,,2400,
2009,"1021000909",138,1,66,1,500,,,,,,,500,
2009,"1021000909",113,2,1,5,6000,,,,,,,1200,
2009,"1021000909",144,2,1,1,1400,,,,,,,1400,
2009,"1021000909",124,1,85,10,2000,,,,,,,200,
2009,"1021000909",114,2,41,1,2500,,,,,,,2500,
2009,"1021000909",131,3,70,1,2000,,,,,,,2000,
2009,"1021000909",150,7,1,0.25,200,,,,,,,800,
2009,"1021000909",132,1,85,20,2000,,,,,,,200,
2009,"1021000909",100,2,70,2,2000,,,,,,,1000,
2009,"1021000909",109,2,1,0.75,1125,,,,,,,1500,
2009,"1021000909",135,7,64,1,250,,,,,,,250,
2009,"1021000909",147,7,1,1,2200,,,,,,,2200,
2009,"1021000909",136,7,64,1,1000,,,,,,,1000,
2009,"1021001003",127,4,27,2,1400,,,,,,,700,
2009,"1021001003",141,3,1,4.5,6750,,,,,,,1500,
2009,"1021001003",150,7,54,1.5,750,,,,,,,500,
2009,"1021001003",108,1,64,1,3000,,,,,,,3000,
2009,"1021001003",102,7,68,4,40000,,,,,,,10000,
2009,"1021001003",105,2,64,5,10000,,,,,,,2000,
2009,"1021001003",147,7,1,5,14000,,,,,,,2800,
2009,"1021001003",111,1,1,2,2000,,,,,,,1000,
2009,"1021001003",138,2,66,2,6000,,,,,,,3000,
2009,"1021001003",135,7,64,0.75,750,,,,,,,1000,
2009,"1021001003",106,1,64,1,2000,,,,,,,2000,1500
2009,"1021001003",149,7,54,1,500,,,,,,,500,
2009,"1021001003",128,3,54,3,3000,,,,,,,1000,
2009,"1021001003",136,7,64,7,7000,,,,,,,1000,
2009,"1021001003",123,1,55,4,8000,,,,,,,2000,
2009,"1021001003",114,3,1,1,1000,,,,,,,1000,
2009,"1021001003",144,2,1,1,3600,,,,,,,2800,
2009,"1021001004",150,7,52,1,300,,,,,,,300,
2009,"1021001004",110,1,1,1,2000,,,,,,,2000,
2009,"1021001004",131,7,70,2,1000,,,,,,,500,
2009,"1021001004",127,1,4,7,1400,,,,,,,200,
2009,"1021001004",140,2,64,2,1000,,,,,,,500,
2009,"1021001004",132,2,64,2,200,,,,,,,100,
2009,"1021001004",137,1,85,1,200,,,,,,,200,
2009,"1021001004",141,2,1,0.5,900,,,,,,,1800,
2009,"1021001004",136,7,64,1,500,,,,,,,500,
2009,"1021001004",145,1,1,0.5,1000,,,,,,,1000,
2009,"1021001004",148,2,54,0.5,50,,,,,,,100,
2009,"1021001004",117,1,1,1,5000,,,,,,,5000,
2009,"1021001004",135,7,64,1,500,,,,,,,500,
2009,"1021001004",105,2,64,3,1500,,,,,,,500,
2009,"1021001004",109,2,64,1,1000,,,,,,,1000,
2009,"1021001004",138,1,64,,,,,,,2,200,100,
2009,"1021001004",139,2,66,2,400,,,,,,,100,
2009,"1021001004",144,1,1,0.5,700,,,,,,,1400,
2009,"1021001004",133,2,64,2,400,,,,,,,200,
2009,"1021001004",114,1,44,10,1000,,,,,,,100,
2009,"1021001004",113,1,1,1,1500,,,,,,,1500,
2009,"1021001004",130,7,64,2,1000,,,,,,,500,
2009,"1021001004",107,1,64,2,2000,,,,,,,1000,
2009,"1021001004",149,2,54,0.5,50,,,,,,,100,
2009,"1021001004",147,7,1,1.5,3600,,,,,,,2400,
2009,"1021001004",104,2,64,4,2000,,,,,,,500,
2009,"1021001004",122,1,55,1,2000,,,,,,,2000,
2009,"1021001004",128,1,34,1,200,,,,,,,200,
2009,"1021001005",152,1,24,2,3000,,,,,,,1500,
2009,"1021001005",112,1,85,1,500,,,,,,,500,
2009,"1021001005",135,7,64,3,1500,,,,,,,500,
2009,"1021001005",144,1,32,2,2000,,,,,,,2000,
2009,"1021001005",132,4,64,2,1000,,,,,,,500,
2009,"1021001005",127,7,4,7,1400,,,,,,,200,
2009,"1021001005",121,7,85,,,,,,,3.5,26250,7500,
2009,"1021001005",109,1,64,1,1000,,,,,,,1000,
2009,"1021001005",143,1,1,0.25,750,,,,,,,3000,
2009,"1021001005",107,1,64,1,500,,,,,,,500,
2009,"1021001005",105,3,64,3,3000,,,,,,,1000,
2009,"1021001005",131,2,64,1,3500,,,,,,,3500,
2009,"1021001005",134,7,64,1,500,,,,,,,500,
2009,"1021001005",128,7,2,100,1000,,,,,,,10,
